x,y,value
462,427,0.102
362,310,0.131
527,449,0.085
272,251,0.107
237,279,0.131
436,463,0.106
181,202,0.132
267,388,0.173
254,245,0.133
246,339,0.135
246,346,0.156
559,469,0.077
415,395,0.107
478,480,0.169
445,473,0.149
159,174,0.142
349,335,0.14
215,142,0.136
145,173,0.14
591,384,0.154
418,390,0.085
252,230,0.104
302,301,0.094
157,195,0.146
293,327,0.084
409,424,0.101
163,238,0.113
200,128,0.125
411,461,0.15
589,458,0.09
232,214,0.143
490,425,0.115
143,212,0.093
184,158,0.098
365,313,0.141
451,475,0.152
507,396,0.115
333,339,0.083
372,433,0.074
247,331,0.13
275,276,0.15
239,247,0.156
519,408,0.054
455,476,0.157
293,303,0.14
309,334,0.124
195,234,0.118
309,320,0.081
218,160,0.152
357,333,0.134
597,385,0.152
161,196,0.135
324,305,0.13
376,393,0.089
195,214,0.102
185,203,0.144
488,436,0.104
279,245,0.158
533,386,0.14
266,387,0.17
272,235,0.141
248,296,0.157
462,410,0.091
560,372,0.157
241,202,0.09
546,377,0.146
204,134,0.103
190,161,0.11
558,432,0.062
358,331,0.143
148,181,0.115
156,194,0.143
211,145,0.131
244,286,0.149
286,255,0.133
598,395,0.105
510,400,0.099
577,410,0.055
167,218,0.099
272,394,0.169
503,453,0.084
342,360,0.111
240,267,0.105
355,377,0.103
545,396,0.065
141,193,0.135
237,245,0.152
299,331,0.154
450,470,0.086
368,428,0.105
544,432,0.01
201,196,0.14
574,377,0.127
364,428,0.1
405,397,0.077
143,197,0.125
250,320,0.147
291,379,0.092
219,237,0.152
178,172,0.093
221,173,0.122
585,443,0.074
577,468,0.086
545,470,0.084
154,230,0.094
281,387,0.101
396,455,0.159
268,390,0.17
140,214,0.103
260,305,0.108
549,457,0.089
165,172,0.135
429,389,0.089
198,128,0.132
231,188,0.069
151,225,0.109
366,354,0.15
260,351,0.097
569,374,0.135
161,153,0.13
380,446,0.142
357,376,0.107
570,374,0.128
300,336,0.154
295,414,0.168
599,412,0.079
467,395,0.135
463,418,0.115
340,418,0.152
590,384,0.154
561,466,0.07
270,260,0.051
458,477,0.155
254,267,0.131
349,371,0.111
261,276,0.152
566,396,0.088
567,459,0.066
164,197,0.145
440,402,0.099
513,400,0.098
362,368,0.104
447,455,0.101
220,255,0.148
339,336,0.086
420,418,0.107
254,266,0.137
302,336,0.146
356,305,0.126
516,399,0.111
265,296,0.165
144,183,0.118
344,371,0.108
246,270,0.069
360,330,0.148
273,336,0.133
186,195,0.14
394,448,0.055
388,367,0.112
286,373,0.081
350,336,0.13
330,408,0.144
453,471,0.084
542,480,0.077
212,158,0.134
566,418,0.082
253,243,0.131
554,385,0.093
487,440,0.101
258,344,0.109
215,211,0.138
471,479,0.155
266,295,0.169
589,384,0.154
366,437,0.161
161,151,0.141
297,400,0.12
563,478,0.164
308,407,0.174
553,374,0.164
416,463,0.147
323,352,0.121
284,289,0.076
425,436,0.096
245,224,0.076
484,471,0.108
255,213,0.137
491,423,0.115
462,424,0.103
271,360,0.082
218,226,0.152
335,413,0.162
250,240,0.135
576,469,0.087
382,447,0.143
148,197,0.132
249,299,0.148
417,458,0.07
272,336,0.136
268,265,0.125
196,152,0.102
320,298,0.134
266,385,0.176
446,392,0.116
270,233,0.135
192,133,0.12
361,315,0.139
272,330,0.133
415,453,0.097
155,201,0.139
560,420,0.077
331,409,0.15
215,210,0.142
264,258,0.137
252,317,0.141
274,273,0.134
345,345,0.101
217,199,0.157
140,193,0.136
362,317,0.145
315,292,0.158
364,410,0.109
407,377,0.11
567,477,0.157
241,283,0.132
548,377,0.15
220,212,0.142
387,360,0.113
142,198,0.126
371,356,0.16
152,217,0.132
237,189,0.138
454,455,0.106
558,479,0.167
266,279,0.166
272,333,0.154
580,474,0.169
571,434,0.061
264,309,0.147
306,290,0.094
551,442,0.04
170,181,0.128
140,202,0.127
222,223,0.142
290,259,0.138
308,409,0.171
154,200,0.144
382,376,0.122
418,443,0.099
150,174,0.139
523,457,0.093
569,459,0.07
267,228,0.137
252,272,0.033
219,230,0.146
286,381,0.092
152,198,0.137
309,403,0.174
158,173,0.14
336,413,0.167
258,272,0.131
461,399,0.104
230,180,0.143
300,398,0.131
458,439,0.081
230,261,0.053
151,224,0.117
466,473,0.087
541,477,0.054
425,445,0.104
332,365,0.159
304,301,0.099
276,276,0.154
331,314,0.144
530,444,0.084
349,425,0.146
440,472,0.156
270,323,0.088
185,159,0.1
253,296,0.071
223,184,0.158
221,186,0.16
298,270,0.146
198,201,0.156
284,288,0.08
546,378,0.147
511,443,0.061
535,413,0.081
292,391,0.116
231,239,0.136
270,321,0.081
169,227,0.113
160,163,0.095
201,128,0.119
157,157,0.128
270,259,0.054
590,472,0.143
392,383,0.126
429,463,0.095
421,460,0.085
402,457,0.168
227,234,0.151
383,386,0.064
286,254,0.14
256,268,0.125
365,390,0.09
279,246,0.152
287,255,0.138
565,406,0.083
337,332,0.081
553,480,0.168
295,364,0.149
319,391,0.064
352,351,0.102
386,363,0.135
468,399,0.125
217,202,0.162
325,388,0.081
290,298,0.105
287,269,0.101
462,395,0.116
415,408,0.115
588,441,0.084
359,353,0.07
394,385,0.117
477,400,0.102
282,387,0.1
269,312,0.111
234,217,0.162
459,405,0.121
459,477,0.157
397,455,0.161
242,260,0.058
273,370,0.107
227,193,0.107
391,383,0.124
470,474,0.088
518,474,0.072
147,170,0.147
226,182,0.139
266,228,0.133
330,312,0.139
273,272,0.127
490,413,0.103
160,206,0.068
490,426,0.115
165,243,0.129
540,381,0.142
266,386,0.175
324,321,0.074
247,225,0.095
543,388,0.08
537,435,0.075
453,398,0.087
389,371,0.071
436,393,0.103
226,241,0.06
252,242,0.134
329,401,0.064
289,331,0.106
387,361,0.122
338,349,0.111
217,222,0.129
464,435,0.087
298,311,0.13
258,347,0.107
200,195,0.146
283,378,0.096
294,304,0.14
230,204,0.061
294,264,0.148
344,345,0.105
174,209,0.06
295,305,0.131
191,149,0.104
498,414,0.108
364,366,0.101
289,320,0.073
451,459,0.108
377,393,0.091
361,403,0.108
495,464,0.101
428,405,0.092
581,433,0.044
573,423,0.061
354,405,0.105
425,405,0.088
264,352,0.099
143,218,0.115
274,274,0.139
274,250,0.101
434,419,0.084
548,475,0.069
218,170,0.133
418,451,0.108
595,458,0.136
593,458,0.118
434,405,0.058
253,313,0.113
459,472,0.091
551,381,0.072
273,237,0.149
263,309,0.145
220,163,0.152
436,471,0.16
164,160,0.096
218,253,0.145
169,176,0.125
306,280,0.133
409,460,0.154
498,417,0.117
422,386,0.088
289,334,0.127
374,431,0.09
218,196,0.13
533,398,0.082
162,177,0.145
257,249,0.133
196,153,0.1
162,157,0.115
332,404,0.055
334,351,0.112
307,288,0.074
369,356,0.158
526,390,0.132
237,197,0.071
324,387,0.09
590,452,0.109
185,195,0.143
183,236,0.118
239,249,0.159
543,386,0.063
312,320,0.096
558,446,0.088
163,179,0.14
288,287,0.062
251,263,0.145
376,358,0.141
261,370,0.147
340,348,0.107
326,337,0.072
340,377,0.042
450,393,0.11
452,404,0.114
320,347,0.13
216,148,0.136
157,149,0.15
167,142,0.13
354,429,0.144
265,260,0.131
324,320,0.076
531,454,0.091
266,262,0.126
305,413,0.169
420,383,0.094
312,288,0.156
355,394,0.083
265,381,0.174
579,384,0.15
307,280,0.138
319,346,0.131
248,237,0.139
591,439,0.097
207,236,0.095
218,223,0.139
158,195,0.14
570,427,0.061
266,310,0.139
292,392,0.132
213,138,0.127
587,442,0.08
203,239,0.095
407,392,0.125
294,305,0.132
239,206,0.104
328,341,0.077
215,249,0.14
331,321,0.06
256,248,0.131
377,425,0.09
576,457,0.071
561,426,0.068
263,332,0.097
546,468,0.09
499,459,0.098
328,359,0.164
289,267,0.079
231,213,0.139
289,325,0.082
591,451,0.114
490,408,0.14
238,207,0.102
335,412,0.165
424,461,0.087
240,225,0.139
540,382,0.145
308,298,0.103
246,344,0.151
247,258,0.134
502,463,0.086
247,351,0.152
305,324,0.155
171,222,0.097
433,470,0.166
149,183,0.112
252,347,0.045
550,464,0.089
343,314,0.122
355,430,0.141
456,443,0.081
165,173,0.137
266,278,0.164
310,284,0.139
359,314,0.133
174,226,0.106
555,457,0.083
153,167,0.145
216,168,0.137
210,243,0.154
277,290,0.077
337,414,0.168
210,238,0.137
508,438,0.055
275,250,0.095
343,345,0.102
304,413,0.168
394,413,0.054
151,173,0.141
273,394,0.17
293,394,0.142
576,462,0.079
526,451,0.088
217,168,0.142
356,430,0.146
563,412,0.085
456,476,0.155
450,408,0.056
285,403,0.169
416,403,0.104
436,389,0.114
202,128,0.112
380,445,0.138
542,471,0.079
467,426,0.106
259,295,0.133
270,393,0.166
443,396,0.101
282,375,0.081
346,357,0.111
339,367,0.071
177,170,0.093
177,237,0.133
208,242,0.128
585,384,0.153
221,219,0.124
369,400,0.104
380,398,0.097
172,177,0.1
246,341,0.141
271,260,0.053
464,436,0.089
327,309,0.133
361,309,0.132
241,259,0.059
148,169,0.149
154,231,0.096
268,229,0.133
577,412,0.055
356,310,0.127
164,243,0.124
159,241,0.108
320,383,0.113
341,325,0.133
292,360,0.138
289,340,0.115
233,215,0.148
158,167,0.135
352,371,0.114
250,201,0.15
385,378,0.09
247,349,0.153
468,422,0.111
449,474,0.145
272,291,0.164
159,202,0.053
506,456,0.081
334,372,0.092
145,185,0.117
366,364,0.093
382,428,0.093
244,233,0.161
539,383,0.147
226,208,0.12
181,221,0.084
504,459,0.082
500,466,0.082
265,321,0.128
537,384,0.157
498,416,0.115
485,470,0.112
321,300,0.132
332,395,0.051
451,450,0.097
322,349,0.124
423,466,0.154
593,390,0.09
370,439,0.148
568,477,0.158
165,198,0.14
196,128,0.135
487,397,0.102
216,209,0.139
284,401,0.166
311,297,0.095
202,133,0.105
236,187,0.141
318,344,0.138
512,438,0.048
171,136,0.131
268,230,0.137
583,389,0.075
221,257,0.154
400,377,0.096
199,200,0.153
512,405,0.111
284,349,0.107
440,390,0.108
417,444,0.102
180,150,0.111
300,380,0.062
288,256,0.135
461,443,0.081
255,299,0.113
191,140,0.097
261,351,0.101
443,468,0.069
485,480,0.13
360,369,0.108
317,303,0.058
262,296,0.165
246,200,0.157
250,261,0.138
171,181,0.123
545,460,0.09
302,294,0.105
247,352,0.147
175,237,0.13
308,326,0.137
283,369,0.056
502,396,0.11
235,218,0.162
446,474,0.151
256,213,0.137
513,395,0.116
541,381,0.145
158,213,0.15
419,398,0.145
554,384,0.096
535,411,0.079
265,380,0.172
375,395,0.097
363,325,0.162
317,343,0.139
536,384,0.151
411,394,0.133
430,393,0.076
257,338,0.111
416,404,0.11
306,412,0.168
307,315,0.044
469,410,0.079
552,461,0.085
417,452,0.107
305,335,0.14
217,153,0.132
261,306,0.102
216,206,0.15
437,471,0.161
299,271,0.142
163,138,0.135
273,282,0.154
329,311,0.139
164,223,0.116
472,411,0.046
216,149,0.134
376,437,0.066
199,212,0.095
383,370,0.067
348,371,0.111
469,400,0.126
452,457,0.105
319,297,0.137
213,238,0.168
443,473,0.154
454,408,0.051
201,234,0.108
